taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
Sample2670,B.1.264,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2671,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2672,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2673,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2674,AY.74,0,0.97311080203987,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample2675,AY.74,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2676,B.1.111,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2677,B.1.1.7,0,0.930984555984556,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample2678,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2679,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2680,AY.27,0,0.968327899394504,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample2681,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.89
Sample2682,Q.8,0,0.873346897253306,Alpha (B.1.1.7-like),0.7826,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0
Sample2683,B.1.525,0,0.964953271028037,Eta (B.1.525-like),0.9375,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 15; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample2684,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2685,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2686,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.9
Sample2687,B.1.1.7,0,0.99977421539851,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample2688,AY.27,0,0.997964261479303,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2689,B.1.36.18,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2690,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2691,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2692,B.1.438.1,0,0.975011568718186,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2693,A.1,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample2694,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2695,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2696,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2697,B.1.1.176,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample2698,B.1.438.1,0,0.99977421539851,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2699,B.1.564.1,0,0.995009074410163,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2700,AY.74,0,0.946492271105826,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample2701,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2702,AY.25,0,0.909135680866782,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample2703,AY.86,0,0.998190863862506,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2704,P.1.14,0,0.972634508348794,Gamma (P.1-like),0.875,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample2705,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2706,B.1.438.1,0,0.86758691206544,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2707,B.1.2,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2708,B.1.2,0,0.941457586618877,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2709,B.1.1.519,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2710,B.1.1.7,0,0.962286249707191,Alpha (B.1.1.7-like),0.8261,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0
Sample2711,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2712,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample2713,AY.93,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2714,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2715,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2716,B.1.1.7,0,0.957892260644554,Alpha (B.1.1.7-like),0.8261,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0
Sample2717,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2718,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.5
Sample2719,AY.27,0,0.997964261479303,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample2720,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.93
Sample2721,B.1.1.7,0,0.99977421539851,B.1.1.7-like+E484K,0.9583,0.0417,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 23; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2722,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2723,B.1.1.7,0,0.920039005363237,Alpha (B.1.1.7-like),0.8261,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0
Sample2724,B.39,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample2725,B.1.1.7,0,0.962529274004684,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2726,B.1.1.519,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2727,AY.74,0,0.989046097672296,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample2728,B.1.2,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2729,B.1.279,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample2730,B.1.416,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2731,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2732,B.1.36.36,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample2733,AY.27,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2734,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2735,B.1.36.36,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample2736,AY.25,0,0.968327899394504,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample2737,AY.4,0,0.991577509674482,Delta (AY.4-like),0.9688,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 31; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample2738,B.1.438.1,0,0.934071222329163,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2739,AY.27,0,0.998643761301989,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2740,B.1.438.1,0,0.885534591194969,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2741,B.1.160,0,0.993867817397229,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2742,B.1.36.36,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2743,AY.74,0,0.999548328816621,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2744,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2745,AY.25,0,0.994324631101022,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2746,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2747,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2748,B.1.36.18,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2749,B.1.1.7,0,0.90994094488189,Alpha (B.1.1.7-like),0.8261,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0
Sample2750,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2751,B.1,0,0.987659963436929,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2752,B.1.1.7,0,0.949988148850438,Alpha (B.1.1.7-like),0.7826,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0
Sample2753,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2754,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 0; Oth alleles 1
Sample2755,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2756,AY.27,0,0.999548328816621,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample2757,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2758,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2759,AY.27,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2760,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2761,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2762,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2763,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2764,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2765,P.1.14,NA,NA,Gamma (P.1-like),0.8125,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 1; Oth alleles 2
Sample2766,B.1.1.519,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2767,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample2768,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2769,B.1.36.18,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample2770,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2771,AY.93,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2772,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2773,P.1.14,0,0.98347865993575,Gamma (P.1-like),0.875,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample2774,B.1.36.18,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2775,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:0.67
Sample2776,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2777,A.23.1,0,0.947243346007605,A.23.1-like,0.6667,0.0833,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 8; Ref alleles 1; Amb alleles 3; Oth alleles 0; scorpio replaced lineage assignment A
Sample2778,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample2779,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2780,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2781,B.1.438.1,0,0.941710463449594,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2782,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2783,AY.74,0,0.961799859385985,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample2784,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2785,None,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,fail,N_content:1.0
Sample2786,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2787,AY.25,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2788,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2789,AZ.1,NA,NA,B.1.1.318-like,0.8421,0,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 0; Oth alleles 3
Sample2790,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2791,B.1.1.7,0,0.906982482112016,Alpha (B.1.1.7-like),0.8696,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 20; Ref alleles 1; Amb alleles 2; Oth alleles 0
Sample2792,AY.25,0,0.965195047886008,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample2793,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2794,B.1.160,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2795,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2796,B.1.1.7,0,0.99977421539851,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2797,AY.9.2.1,0,0.994324631101022,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2798,B.1.2,0,0.961799859385985,,NA,NA,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,
Sample2799,B.1.128,NA,NA,,NA,NA,PANGO-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,Assigned from designation hash.
Sample2800,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2801,B.1.1.7,0,0.9632576644044,Alpha (B.1.1.7-like),0.8261,0.0435,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0
Sample2802,AY.27,0,0.99977421539851,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2803,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2804,AY.25,0,0.999548328816621,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.91,3.1.16,2021-11-04,v1.2.91,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
