taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
Sample2565,L.1,0,0.944348682590495,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2566,AY.9,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2567,B.1.1.176,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2568,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2569,B.1.598,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample2570,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2571,B.1.351,0,0.92286432160804,Beta (B.1.351-like),0.8571,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 1
Sample2572,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2573,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2574,B.1,0,0.983641536273115,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2575,B.1.1.7,0,0.999766682221185,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample2576,B.1,0,0.985805535841022,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2577,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2578,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample2579,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2580,B.1.1.7,0,0.99507735583685,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2581,AY.27,0,0.993425686780934,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2582,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.82
Sample2583,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2584,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2585,B.1.617.2,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2586,AY.25,0,0.601761252446184,Delta (B.1.617.2-like),0.6923,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 9; Ref alleles 0; Amb alleles 4; Oth alleles 0
Sample2587,AY.45,0,0.945127952755906,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample2588,B.1.36,0,0.999766682221185,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2589,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2590,AY.27,0,0.993661971830986,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2591,AY.27,0,0.973173652694611,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample2592,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2593,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample2594,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2595,AY.27,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2596,P.1.14,0,0.980499405469679,Gamma (P.1-like),0.875,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample2597,B.1.1.176,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2598,AY.27,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2599,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2600,AY.25,0,0.859840425531915,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample2601,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2602,AY.27,0,0.99953325554259,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2603,AE.8,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample2604,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2605,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2606,AY.27,0,0.997896213183731,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2607,Q.8,0,0.968479307025987,Alpha (B.1.1.7-like),0.8261,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 19; Ref alleles 1; Amb alleles 3; Oth alleles 0
Sample2608,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2609,B.1.1.176,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2610,B.1.617.2,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2611,B.1.243,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2612,B.1.1,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample2613,B.1.2,0,0.999299719887955,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2614,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2615,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2616,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2617,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2618,B.1.617.2,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2619,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample2620,AY.3,0,0.977581683758645,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample2621,B.1.422,0,0.996253804729571,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2622,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.6
Sample2623,AY.27,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2624,AY.27,0,0.986524822695035,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2625,B.1.351,0,0.983400521697889,Beta (B.1.351-like),0.7143,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 2; Oth alleles 2
Sample2626,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.75
Sample2627,B.1.1.7,0,0.999766682221185,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2628,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2629,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.54
Sample2630,B.1.617.2,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2631,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2632,AY.25,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2633,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2634,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2635,AY.25,0,0.999766682221185,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2636,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample2637,AY.25,0,0.94017305315204,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample2638,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2639,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2640,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.74
Sample2641,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.78
Sample2642,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2643,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2644,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.5
Sample2645,AY.44,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2646,AY.39,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2647,AY.25,0,0.914958238420653,Delta (B.1.617.2-like),0.6923,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 9; Ref alleles 0; Amb alleles 4; Oth alleles 0
Sample2648,AL.1,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2649,AY.25,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2650,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2651,B.1.1.7,0,0.999766682221185,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2652,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2653,AY.27,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2654,AY.27,NA,NA,Delta (B.1.617.2-like),1,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2655,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2656,B.1.1.7,0,0.929320679320679,Alpha (B.1.1.7-like),0.7826,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0
Sample2657,AY.23,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2658,A.2.5.2,0,0.93596425912137,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2659,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample2660,AY.25,0,0.99953325554259,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2661,P.1.14,0,0.985805535841022,Gamma (P.1-like),0.875,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample2662,Q.1,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2663,AY.27,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2664,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2665,B.1.36.37,0,0.992716165413534,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2666,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2667,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2668,P.1.14,NA,NA,Gamma (P.1-like),0.875,0,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 14; Ref alleles 0; Amb alleles 0; Oth alleles 2
Sample2669,AY.25,0,0.982918149466192,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample2670,B.1.264,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2671,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2672,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2673,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2674,AY.45,0,0.972681524083393,Delta (B.1.617.2-like),0.9231,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample2675,B.1.617.2,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2676,B.1.111,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2677,B.1.1.7,0,0.93225404732254,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample2678,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2679,AY.25,0,1,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2680,AY.27,0,0.968231046931408,Delta (B.1.617.2-like),0.8462,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0
Sample2681,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.89
Sample2682,Q.8,0,0.871248025276461,Alpha (B.1.1.7-like),0.7826,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 18; Ref alleles 1; Amb alleles 4; Oth alleles 0
Sample2683,B.1.525,0,0.963992266795553,Eta (B.1.525-like),0.9375,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 15; Ref alleles 0; Amb alleles 1; Oth alleles 0
Sample2684,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2685,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2686,None,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,fail,N_content:0.9
Sample2687,B.1.1.7,0,0.999766682221185,Alpha (B.1.1.7-like),0.913,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Oth alleles 0
Sample2688,AY.27,0,0.997896213183731,Delta (B.1.617.2-like),1,0,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Oth alleles 0
Sample2689,B.1.36.18,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2690,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2691,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2692,B.1.438.1,0,0.976605395082359,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
Sample2693,A.1,NA,NA,,NA,NA,PANGO-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,Assigned from designation hash.
Sample2694,B.1.1.7,0,1,Alpha (B.1.1.7-like),0.9565,0.0435,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Oth alleles 0
Sample2695,B.1.438.1,0,1,,NA,NA,PLEARN-v1.2.88,3.1.16,2021-10-18,v1.2.88,passed_qc,
